cell	bio_celltype
3946	L5 PT CTX
7357	L5 PT CTX
50	L4/5 IT CTX
1622	L2/3 IT CTX-1
1607	L2/3 IT CTX-1
3941	Lamp5
296	L2/3 IT CTX-1
279	L2/3 IT CTX-1
4634	L2/3 IT CTX-1
6741	L2/3 IT CTX-1
1739	L2/3 IT CTX-1
138	L2/3 IT CTX-1
1838	L2/3 IT CTX-1
3799	L2/3 IT CTX-1
5729	L5 NP CTX
3795	L2/3 IT CTX-1
184	L2/3 IT CTX-1
1793	L2/3 IT CTX-1
716	L2/3 IT CTX-1
3451	L2/3 IT CTX-1
270	Lamp5
1642	L2/3 IT CTX-1
6761	L2/3 IT CTX-1
3435	L2/3 IT CTX-1
4915	L5 IT CTX
4666	L2/3 IT CTX-1
5885	L2/3 IT CTX-1
1705	L2/3 IT CTX-1
525	L5 PT CTX
6184	L5 PT CTX
4664	L2/3 IT CTX-1
1738	L2/3 IT CTX-1
5708	L2/3 IT CTX-1
269	L2/3 IT CTX-1
308	L2/3 IT CTX-1
6764	L6b CTX
4836	L4/5 IT CTX
6049	L2/3 IT CTX-1
5683	L2/3 IT CTX-1
3822	L2/3 IT CTX-1
1659	L2/3 IT CTX-1
3933	L5 PT CTX
2180	L2/3 IT CTX-1
26	L2/3 IT CTX-1
5680	L2/3 IT CTX-1
48	L5 PT CTX
6086	L2/3 IT CTX-1
1630	L2/3 IT CTX-1
2121	L5 PT CTX
4617	L2/3 IT CTX-1
219	L4/5 IT CTX
1620	L2/3 IT CTX-1
725	L5 PT CTX
5769	L2/3 IT CTX-1
3397	L2/3 IT CTX-1
2166	L5 PT CTX
4632	L2/3 IT CTX-1
5734	L2/3 IT CTX-1
2139	L5 PT CTX
3909	L2/3 IT CTX-1
6124	L5 PT CTX
3513	L4/5 IT CTX
3388	L2/3 IT CTX-1
3390	L2/3 IT CTX-1
6109	L5 PT CTX
84	L4/5 IT CTX
5760	L2/3 IT CTX-1
773	L5 PT CTX
264	L5 NP CTX
3445	L2/3 IT CTX-1
1756	L2/3 IT CTX-1
234	L4/5 IT CTX
3924	L2/3 IT CTX-1
5082	L5 PT CTX
5010	L2/3 IT CTX-1
3523	L2/3 IT CTX-1
4833	L2/3 IT CTX-1
6162	L2/3 IT CTX-1
3389	L2/3 IT CTX-1
4686	L2/3 IT CTX-1
6219	L2/3 IT CTX-1
129	L2/3 IT CTX-1
3827	L2/3 IT CTX-1
4839	L2/3 IT CTX-1
5673	L2/3 IT CTX-1
1709	L4/5 IT CTX
646	Lamp5
2171	L2/3 IT CTX-1
91	L2/3 IT CTX-1
239	L2/3 IT CTX-1
4575	L2/3 IT CTX-1
3530	L2/3 IT CTX-1
724	L2/3 IT CTX-1
5652	L2/3 IT CTX-1
94	L4/5 IT CTX
108	L4/5 IT CTX
3937	L5 PT CTX
2100	L2/3 IT CTX-1
254	L2/3 IT CTX-1
2175	L5 PT CTX
4635	L2/3 IT CTX-1
5710	L2/3 IT CTX-1
5090	Lamp5
2138	L2/3 IT CTX-1
5751	L6 IT CTX
55	L2/3 IT CTX-1
1648	L2/3 IT CTX-1
3851	L2/3 IT CTX-1
5032	L2/3 IT CTX-1
4805	L2/3 IT CTX-1
750	L6b CTX
1783	L6b CTX
6131	L5 PT CTX
4628	L2/3 IT CTX-1
238	L2/3 IT CTX-1
287	L2/3 IT CTX-1
6213	L5 PT CTX
5715	L5 PT CTX
3805	L4/5 IT CTX
5046	L5 PT CTX
1640	L2/3 IT CTX-1
5747	L4/5 IT CTX
4638	L2/3 IT CTX-1
4749	L4/5 IT CTX
3531	L2/3 IT CTX-1
4611	L2/3 IT CTX-1
363	L2/3 IT CTX-1
4577	L6 IT CTX
3403	L2/3 IT CTX-1
277	L2/3 IT CTX-1
3607	L2/3 IT CTX-1
5934	L4/5 IT CTX
1757	L4/5 IT CTX
618	L4/5 IT CTX
7054	L4/5 IT CTX
4978	L4/5 IT CTX
4692	L4/5 IT CTX
628	L4/5 IT CTX
3753	L4/5 IT CTX
455	L4/5 IT CTX
1746	L4/5 IT CTX
3645	L4/5 IT CTX
3529	L4/5 IT CTX
392	L4/5 IT CTX
5945	L4/5 IT CTX
5056	L4/5 IT CTX
5050	L4/5 IT CTX
2097	L4/5 IT CTX
1771	L4/5 IT CTX
2081	L4/5 IT CTX
476	L4/5 IT CTX
4901	L4/5 IT CTX
477	L4/5 IT CTX
1932	L4/5 IT CTX
3644	L4/5 IT CTX
6036	L4/5 IT CTX
666	L4/5 IT CTX
568	L4/5 IT CTX
3703	L4/5 IT CTX
532	L4/5 IT CTX
4813	L4/5 IT CTX
426	L4/5 IT CTX
102	L4/5 IT CTX
5864	L4/5 IT CTX
3630	L5 IT CTX
7065	L5 IT CTX
548	L4/5 IT CTX
1699	L4/5 IT CTX
1848	L4/5 IT CTX
1773	L4/5 IT CTX
6755	L4/5 IT CTX
93	L4/5 IT CTX
4722	L4/5 IT CTX
126	L4/5 IT CTX
434	L4/5 IT CTX
1905	L4/5 IT CTX
1980	L4/5 IT CTX
5707	L4/5 IT CTX
517	L4/5 IT CTX
5831	L4/5 IT CTX
4837	L4/5 IT CTX
1865	L4/5 IT CTX
5915	L4/5 IT CTX
6191	L4/5 IT CTX
3623	L4/5 IT CTX
3571	L4/5 IT CTX
1968	L4/5 IT CTX
1727	L4/5 IT CTX
1880	L4/5 IT CTX
385	L4/5 IT CTX
4844	L4/5 IT CTX
3555	L4/5 IT CTX
3638	L4/5 IT CTX
456	L4/5 IT CTX
1830	L4/5 IT CTX
338	L4/5 IT CTX
6043	L5 IT CTX
1822	L5 NP CTX
1780	L4/5 IT CTX
3667	L4/5 IT CTX
6758	L4/5 IT CTX
6079	L4/5 IT CTX
1725	L2/3 IT CTX-1
1735	L4/5 IT CTX
479	L4/5 IT CTX
1854	L4/5 IT CTX
4864	L4/5 IT CTX
1826	L4/5 IT CTX
404	L4/5 IT CTX
3687	L4/5 IT CTX
6018	L4/5 IT CTX
1718	L4/5 IT CTX
3595	L4/5 IT CTX
5924	L4/5 IT CTX
4959	L4/5 IT CTX
1839	L4/5 IT CTX
5770	L4/5 IT CTX
3443	L4/5 IT CTX
3444	L4/5 IT CTX
1754	L4/5 IT CTX
1872	L4/5 IT CTX
1889	L4/5 IT CTX
1766	L4/5 IT CTX
5903	L4/5 IT CTX
291	L4/5 IT CTX
1812	L4/5 IT CTX
507	L4/5 IT CTX
466	L4/5 IT CTX
335	L4/5 IT CTX
409	L4/5 IT CTX
3617	L4/5 IT CTX
1686	L4/5 IT CTX
361	L4/5 IT CTX
3748	L5 IT CTX
3573	L4/5 IT CTX
4762	L4/5 IT CTX
1857	L4/5 IT CTX
351	L4/5 IT CTX
1869	L4/5 IT CTX
5925	L4/5 IT CTX
441	L4/5 IT CTX
4829	L4/5 IT CTX
347	L4/5 IT CTX
535	L4/5 IT CTX
3548	L4/5 IT CTX
1851	L4/5 IT CTX
90	L4/5 IT CTX
1809	L4/5 IT CTX
4810	L4/5 IT CTX
538	L4/5 IT CTX
3460	L4/5 IT CTX
5913	L4/5 IT CTX
5835	L4/5 IT CTX
1792	L4/5 IT CTX
3603	L4/5 IT CTX
3614	L4/5 IT CTX
642	L4/5 IT CTX
1929	L4/5 IT CTX
1794	L4/5 IT CTX
4791	L4/5 IT CTX
5816	L4/5 IT CTX
412	L4/5 IT CTX
4761	L4/5 IT CTX
7050	L5 IT CTX
1702	L4/5 IT CTX
516	L4/5 IT CTX
4753	L2/3 IT CTX-1
1704	L4/5 IT CTX
3598	L4/5 IT CTX
5203	L5 IT CTX
4896	L5 IT CTX
5906	L4/5 IT CTX
4856	L4/5 IT CTX
3631	L4/5 IT CTX
565	L4/5 IT CTX
1913	L4/5 IT CTX
502	L4/5 IT CTX
1736	L4/5 IT CTX
322	L4/5 IT CTX
3715	L4/5 IT CTX
1833	L4/5 IT CTX
391	L4/5 IT CTX
4698	L4/5 IT CTX
1758	L4/5 IT CTX
5880	L4/5 IT CTX
7044	L4/5 IT CTX
461	L4/5 IT CTX
1887	L4/5 IT CTX
122	L5 PT CTX
4860	L4/5 IT CTX
3557	L4/5 IT CTX
6032	L5 IT CTX
4777	L4/5 IT CTX
292	L4/5 IT CTX
320	L4/5 IT CTX
5918	L4/5 IT CTX
5693	L2/3 IT CTX-1
6026	L4/5 IT CTX
1903	L4/5 IT CTX
1810	L4/5 IT CTX
5936	L4/5 IT CTX
4804	L4/5 IT CTX
7036	L4/5 IT CTX
6014	L4/5 IT CTX
4877	L4/5 IT CTX
1819	L4/5 IT CTX
4851	L4/5 IT CTX
1737	L4/5 IT CTX
5826	L4/5 IT CTX
6119	L4/5 IT CTX
64	L4/5 IT CTX
5957	L4/5 IT CTX
136	L4/5 IT CTX
3442	L5 IT CTX
4715	L4/5 IT CTX
4742	L4/5 IT CTX
77	L4/5 IT CTX
518	L4/5 IT CTX
3710	L4/5 IT CTX
4958	L4/5 IT CTX
2058	L5 IT CTX
563	L4/5 IT CTX
377	L4/5 IT CTX
3549	L4/5 IT CTX
3636	L4/5 IT CTX
530	L4/5 IT CTX
2114	L4/5 IT CTX
651	L4/5 IT CTX
437	L4/5 IT CTX
386	L4/5 IT CTX
5971	L5 IT CTX
639	L4/5 IT CTX
2064	L4/5 IT CTX
571	L4/5 IT CTX
3411	L4/5 IT CTX
1950	L4/5 IT CTX
5991	L4/5 IT CTX
3633	L4/5 IT CTX
5956	L4/5 IT CTX
641	L4/5 IT CTX
709	L4/5 IT CTX
111	L4/5 IT CTX
2062	L4/5 IT CTX
537	L4/5 IT CTX
680	L4/5 IT CTX
3616	L4/5 IT CTX
390	L4/5 IT CTX
5871	L4/5 IT CTX
549	L4/5 IT CTX
2024	L4/5 IT CTX
6031	L5 IT CTX
536	L4/5 IT CTX
1775	L4/5 IT CTX
3619	L4/5 IT CTX
531	L4/5 IT CTX
4802	L4/5 IT CTX
539	L4/5 IT CTX
2020	L4/5 IT CTX
1967	L4/5 IT CTX
4721	L4/5 IT CTX
1948	L4/5 IT CTX
528	L4/5 IT CTX
1933	L4/5 IT CTX
616	L4/5 IT CTX
1755	L4/5 IT CTX
3968	L4/5 IT CTX
2077	L4/5 IT CTX
2082	L4/5 IT CTX
5855	L4/5 IT CTX
2075	L4/5 IT CTX
3739	L4/5 IT CTX
397	L4/5 IT CTX
635	L4/5 IT CTX
4729	L4/5 IT CTX
5978	L4/5 IT CTX
1939	L4/5 IT CTX
1966	L4/5 IT CTX
648	L4/5 IT CTX
383	L4/5 IT CTX
5058	L4/5 IT CTX
609	L4/5 IT CTX
7063	L4/5 IT CTX
1955	L4/5 IT CTX
3591	L4/5 IT CTX
4795	L4/5 IT CTX
3594	L4/5 IT CTX
4935	L4/5 IT CTX
4815	L5 NP CTX
2021	L4/5 IT CTX
1781	L4/5 IT CTX
417	L4/5 IT CTX
2211	L4/5 IT CTX
1798	L4/5 IT CTX
416	L4/5 IT CTX
597	L4/5 IT CTX
148	L5 NP CTX
2023	L4/5 IT CTX
2088	L4/5 IT CTX
2025	L4/5 IT CTX
2162	L4/5 IT CTX
4716	L4/5 IT CTX
372	L4/5 IT CTX
1825	L4/5 IT CTX
5942	L4/5 IT CTX
2044	L4/5 IT CTX
3656	L4/5 IT CTX
2160	L4/5 IT CTX
1953	L4/5 IT CTX
3628	L4/5 IT CTX
5881	L4/5 IT CTX
1837	L4/5 IT CTX
486	L4/5 IT CTX
5993	L5 NP CTX
104	L4/5 IT CTX
2019	L4/5 IT CTX
463	L4/5 IT CTX
569	L4/5 IT CTX
658	Vip
414	L4/5 IT CTX
515	L4/5 IT CTX
3601	L4/5 IT CTX
602	L4/5 IT CTX
7057	L4/5 IT CTX
4975	L4/5 IT CTX
67	L4/5 IT CTX
2099	L4/5 IT CTX
1749	L4/5 IT CTX
1945	L4/5 IT CTX
5979	L4/5 IT CTX
1954	L4/5 IT CTX
588	L4/5 IT CTX
3786	L4/5 IT CTX
4775	L5 NP CTX
3602	L4/5 IT CTX
584	L4/5 IT CTX
7092	L4/5 IT CTX
121	L4/5 IT CTX
653	L4/5 IT CTX
5834	L5 IT CTX
410	L4/5 IT CTX
4952	L4/5 IT CTX
7055	L4/5 IT CTX
367	L4/5 IT CTX
649	L4/5 IT CTX
523	L4/5 IT CTX
620	L4/5 IT CTX
5972	L5 NP CTX
711	L4/5 IT CTX
2007	L4/5 IT CTX
1961	L4/5 IT CTX
2117	L4/5 IT CTX
2008	L4/5 IT CTX
5941	L5 NP CTX
605	L4/5 IT CTX
5902	L4/5 IT CTX
2029	L4/5 IT CTX
2102	L4/5 IT CTX
1814	L4/5 IT CTX
625	L4/5 IT CTX
509	L4/5 IT CTX
1912	L4/5 IT CTX
5919	L4/5 IT CTX
4962	L4/5 IT CTX
1991	L4/5 IT CTX
2275	L4/5 IT CTX
3493	L5 NP CTX
1777	L5 NP CTX
6073	L4/5 IT CTX
3793	L4/5 IT CTX
713	L4/5 IT CTX
1712	L5 IT CTX
5882	L4/5 IT CTX
7081	L4/5 IT CTX
3575	L4/5 IT CTX
393	L4/5 IT CTX
3804	L5 IT CTX
1936	L4/5 IT CTX
5987	L4/5 IT CTX
2014	L4/5 IT CTX
2091	L4/5 IT CTX
3654	L4/5 IT CTX
3566	L4/5 IT CTX
1999	L4/5 IT CTX
501	L4/5 IT CTX
657	L4/5 IT CTX
4996	L4/5 IT CTX
5969	L4/5 IT CTX
1902	L4/5 IT CTX
3558	L4/5 IT CTX
4717	L4/5 IT CTX
1947	L4/5 IT CTX
145	L4/5 IT CTX
748	L4/5 IT CTX
7079	L5 IT CTX
5002	L4/5 IT CTX
1982	L4/5 IT CTX
395	L4/5 IT CTX
3714	L4/5 IT CTX
489	L4/5 IT CTX
4951	L4/5 IT CTX
3584	L4/5 IT CTX
567	L4/5 IT CTX
7086	L5 NP CTX
5894	L4/5 IT CTX
5140	L5 IT CTX
2013	L4/5 IT CTX
4789	L4/5 IT CTX
2072	L4/5 IT CTX
4880	L4/5 IT CTX
2115	L4/5 IT CTX
3698	L4/5 IT CTX
6045	L4/5 IT CTX
3730	L4/5 IT CTX
2251	L5 IT CTX
607	L4/5 IT CTX
346	L4/5 IT CTX
4968	L4/5 IT CTX
582	L5 NP CTX
360	L4/5 IT CTX
1817	L4/5 IT CTX
424	L4/5 IT CTX
1907	L4/5 IT CTX
5868	L4/5 IT CTX
428	L4/5 IT CTX
5967	L4/5 IT CTX
2070	L4/5 IT CTX
1740	L4/5 IT CTX
5847	L5 IT CTX
3719	Vip
499	L4/5 IT CTX
7069	L4/5 IT CTX
1849	L4/5 IT CTX
7056	L4/5 IT CTX
5896	L4/5 IT CTX
3678	L4/5 IT CTX
492	L4/5 IT CTX
6001	L4/5 IT CTX
691	L4/5 IT CTX
696	L4/5 IT CTX
86	L4/5 IT CTX
1992	L4/5 IT CTX
2036	L4/5 IT CTX
5998	L5 IT CTX
3682	L4/5 IT CTX
1768	L4/5 IT CTX
4832	L4/5 IT CTX
405	L4/5 IT CTX
1927	L4/5 IT CTX
527	L4/5 IT CTX
6039	L4/5 IT CTX
5859	L4/5 IT CTX
566	L4/5 IT CTX
3671	L5 NP CTX
2116	L4/5 IT CTX
561	L4/5 IT CTX
1934	L4/5 IT CTX
4850	L4/5 IT CTX
1788	L4/5 IT CTX
2049	L4/5 IT CTX
4894	L4/5 IT CTX
2002	L4/5 IT CTX
3778	L4/5 IT CTX
6028	L4/5 IT CTX
573	L4/5 IT CTX
4974	L4/5 IT CTX
4848	L4/5 IT CTX
5873	L4/5 IT CTX
6037	L4/5 IT CTX
430	L4/5 IT CTX
425	L4/5 IT CTX
686	L4/5 IT CTX
2031	L4/5 IT CTX
135	L4/5 IT CTX
570	L4/5 IT CTX
594	L4/5 IT CTX
5874	L4/5 IT CTX
1898	L4/5 IT CTX
5866	L4/5 IT CTX
5869	L4/5 IT CTX
5939	L4/5 IT CTX
1951	L4/5 IT CTX
3585	L4/5 IT CTX
3717	L4/5 IT CTX
547	L4/5 IT CTX
2085	L4/5 IT CTX
3705	L4/5 IT CTX
1874	L4/5 IT CTX
2004	Vip
1975	L4/5 IT CTX
1944	L4/5 IT CTX
3663	L4/5 IT CTX
3637	L4/5 IT CTX
5863	L4/5 IT CTX
579	L4/5 IT CTX
473	L4/5 IT CTX
512	L4/5 IT CTX
1789	L4/5 IT CTX
5766	L4/5 IT CTX
508	L4/5 IT CTX
3767	L4/5 IT CTX
2079	L4/5 IT CTX
4706	L4/5 IT CTX
636	L4/5 IT CTX
5862	L4/5 IT CTX
2111	L4/5 IT CTX
519	L4/5 IT CTX
1917	Sst
830	L4/5 IT CTX
533	L4/5 IT CTX
2032	L4/5 IT CTX
3775	L4/5 IT CTX
376	L4/5 IT CTX
575	L4/5 IT CTX
3681	L4/5 IT CTX
1922	L4/5 IT CTX
652	L4/5 IT CTX
6002	L4/5 IT CTX
1873	L4/5 IT CTX
4730	L4/5 IT CTX
4970	L5 NP CTX
3711	L4/5 IT CTX
467	L4/5 IT CTX
464	L4/5 IT CTX
2086	L4/5 IT CTX
4841	L4/5 IT CTX
540	L4/5 IT CTX
557	L4/5 IT CTX
6035	L4/5 IT CTX
381	L4/5 IT CTX
677	L4/5 IT CTX
1761	L4/5 IT CTX
68	L4/5 IT CTX
3746	L4/5 IT CTX
654	L4/5 IT CTX
1994	L4/5 IT CTX
147	L4/5 IT CTX
3592	L4/5 IT CTX
587	L4/5 IT CTX
5889	L4/5 IT CTX
4879	L5 NP CTX
3777	L4/5 IT CTX
7085	L4/5 IT CTX
3718	L4/5 IT CTX
2199	L4/5 IT CTX
494	L4/5 IT CTX
3732	L4/5 IT CTX
4797	L5 IT CTX
785	L5 NP CTX
4918	L4/5 IT CTX
3542	L4/5 IT CTX
2037	L4/5 IT CTX
5914	L4/5 IT CTX
1894	L4/5 IT CTX
5953	L4/5 IT CTX
2035	L4/5 IT CTX
273	L4/5 IT CTX
5858	L4/5 IT CTX
504	L4/5 IT CTX
7070	L4/5 IT CTX
5930	L4/5 IT CTX
1959	L4/5 IT CTX
1935	L4/5 IT CTX
447	L4/5 IT CTX
3613	L4/5 IT CTX
4872	L5 IT CTX
3791	L4/5 IT CTX
448	L4/5 IT CTX
1733	L4/5 IT CTX
5955	L4/5 IT CTX
5974	L4/5 IT CTX
484	L4/5 IT CTX
6072	L4/5 IT CTX
2205	L4/5 IT CTX
1957	L4/5 IT CTX
500	L4/5 IT CTX
2127	L4/5 IT CTX
2042	L4/5 IT CTX
1799	L4/5 IT CTX
757	L5 IT CTX
5984	L4/5 IT CTX
4887	L4/5 IT CTX
5952	L4/5 IT CTX
3789	L4/5 IT CTX
2059	L4/5 IT CTX
624	L4/5 IT CTX
4993	L4/5 IT CTX
4840	L4/5 IT CTX
4846	L4/5 IT CTX
1925	L4/5 IT CTX
524	L4/5 IT CTX
3958	L5 IT CTX
2092	L4/5 IT CTX
5854	L4/5 IT CTX
1871	L4/5 IT CTX
2034	L4/5 IT CTX
3708	L4/5 IT CTX
1836	L4/5 IT CTX
7053	L4/5 IT CTX
4835	L4/5 IT CTX
1881	L4/5 IT CTX
5011	L4/5 IT CTX
1958	L4/5 IT CTX
4966	L4/5 IT CTX
4936	L5 NP CTX
3760	L4/5 IT CTX
2106	L4/5 IT CTX
2065	L4/5 IT CTX
2331	L4/5 IT CTX
5895	L4/5 IT CTX
5775	L5 IT CTX
3723	L4/5 IT CTX
485	L4/5 IT CTX
1779	L4/5 IT CTX
496	L4/5 IT CTX
1786	L5 NP CTX
5890	L4/5 IT CTX
4798	L4/5 IT CTX
5900	L4/5 IT CTX
2055	L4/5 IT CTX
1890	L4/5 IT CTX
1723	L4/5 IT CTX
4816	L4/5 IT CTX
369	L4/5 IT CTX
110	L4/5 IT CTX
3712	L4/5 IT CTX
5004	L4/5 IT CTX
626	L4/5 IT CTX
3722	L4/5 IT CTX
144	L4/5 IT CTX
676	L4/5 IT CTX
471	L4/5 IT CTX
446	L5 NP CTX
1952	L4/5 IT CTX
562	L4/5 IT CTX
1985	L4/5 IT CTX
1787	L5 NP CTX
5887	L4/5 IT CTX
3647	L4/5 IT CTX
522	L4/5 IT CTX
7047	L4/5 IT CTX
6038	L4/5 IT CTX
544	L4/5 IT CTX
1997	L4/5 IT CTX
2307	L5 IT CTX
1965	L4/5 IT CTX
4834	L4/5 IT CTX
612	L4/5 IT CTX
3655	L4/5 IT CTX
3551	L4/5 IT CTX
2087	L4/5 IT CTX
118	L4/5 IT CTX
4767	L4/5 IT CTX
583	L4/5 IT CTX
738	L4/5 IT CTX
4714	L4/5 IT CTX
2120	L4/5 IT CTX
2000	L4/5 IT CTX
418	L4/5 IT CTX
1763	L4/5 IT CTX
682	L4/5 IT CTX
600	L4/5 IT CTX
1995	L4/5 IT CTX
5825	L4/5 IT CTX
3563	L4/5 IT CTX
1770	L4/5 IT CTX
3815	L4/5 IT CTX
5828	L4/5 IT CTX
2067	L4/5 IT CTX
472	L4/5 IT CTX
3582	L4/5 IT CTX
1943	L4/5 IT CTX
142	L4/5 IT CTX
435	L4/5 IT CTX
1983	L4/5 IT CTX
640	L4/5 IT CTX
615	L4/5 IT CTX
4781	Sst
4992	L4/5 IT CTX
1978	L4/5 IT CTX
4732	L4/5 IT CTX
4941	L4/5 IT CTX
1960	L4/5 IT CTX
506	L4/5 IT CTX
710	L4/5 IT CTX
633	L4/5 IT CTX
2045	L5 IT CTX
541	L4/5 IT CTX
481	L4/5 IT CTX
4776	L4/5 IT CTX
667	L4/5 IT CTX
4867	L4/5 IT CTX
490	L4/5 IT CTX
631	L4/5 IT CTX
3562	L4/5 IT CTX
610	L4/5 IT CTX
3763	L4/5 IT CTX
2053	L4/5 IT CTX
1801	L4/5 IT CTX
613	L4/5 IT CTX
445	L5 NP CTX
2193	L4/5 IT CTX
2056	L4/5 IT CTX
1824	L4/5 IT CTX
5912	L4/5 IT CTX
514	L4/5 IT CTX
5842	L4/5 IT CTX
2274	L4/5 IT CTX
5995	L4/5 IT CTX
4953	L4/5 IT CTX
681	L4/5 IT CTX
4778	L4/5 IT CTX
495	L4/5 IT CTX
4927	L4/5 IT CTX
552	Sst
453	L4/5 IT CTX
4779	L4/5 IT CTX
5003	L4/5 IT CTX
1784	L4/5 IT CTX
5921	L4/5 IT CTX
7046	L4/5 IT CTX
3798	L4/5 IT CTX
6029	L4/5 IT CTX
598	L4/5 IT CTX
388	L4/5 IT CTX
1989	L4/5 IT CTX
3686	L4/5 IT CTX
2094	L5 NP CTX
451	L5 IT CTX
593	L4/5 IT CTX
3704	L5 IT CTX
3646	L4/5 IT CTX
4902	L4/5 IT CTX
1728	L4/5 IT CTX
5949	L4/5 IT CTX
2043	L4/5 IT CTX
669	L4/5 IT CTX
745	L5 NP CTX
1986	L4/5 IT CTX
2069	L4/5 IT CTX
526	L4/5 IT CTX
659	L4/5 IT CTX
7049	L5 IT CTX
5014	L4/5 IT CTX
1762	L4/5 IT CTX
6265	L6 CT CTX
2155	L4/5 IT CTX
820	L5 IT CTX
5017	L6 IT CTX
6145	L6 IT CTX
6144	L6 IT CTX
5273	L2/3 IT CTX-1
3588	L6 IT CTX
6057	L5 IT CTX
5087	L6 IT CTX
5235	L6 IT CTX
2387	L6 IT CTX
5009	L4/5 IT CTX
3980	L4/5 IT CTX
2256	L6 IT CTX
6276	L6 IT CTX
2134	L5 IT CTX
5049	L5 IT CTX
5066	L6 CT CTX
3811	L5 IT CTX
7335	L6 IT CTX
6269	L6 IT CTX
5225	L6 IT CTX
6277	L6 IT CTX
2321	L5 IT CTX
3953	L5 IT CTX
3871	L6 IT CTX
7652	L6 IT CTX
6359	L5 IT CTX
5254	L6 IT CTX
6423	L6 IT CTX
4964	L6 IT CTX
2090	L5 IT CTX
7072	L5 IT CTX
5041	L5 NP CTX
5229	L5 IT CTX
810	L4/5 IT CTX
3812	L5 NP CTX
6215	L6b CTX
6074	L6 IT CTX
6115	L5 NP CTX
7633	L6 IT CTX
2234	L5 IT CTX
2231	L6 CT CTX
3701	L5 IT CTX
5125	L6 IT CTX
673	L5 NP CTX
4079	L6 IT CTX
6089	L6b CTX
5517	L2/3 IT CTX-1
5409	L5 NP CTX
2190	L4/5 IT CTX
4128	L6 IT CTX
3813	L5 IT CTX
6149	L5 IT CTX
2405	L6 IT CTX
1823	L4/5 IT CTX
894	L6 IT CTX
6152	L6 CT CTX
2498	L6 IT CTX
6447	L5 NP CTX
5210	L6 IT CTX
6335	L6 IT CTX
5242	L6 IT CTX
6052	L6 IT CTX
6062	L5 IT CTX
2501	L6 IT CTX
5509	L6 IT CTX
3850	L5 IT CTX
5149	L5 IT CTX
6243	L2/3 IT CTX-1
4994	L5 IT CTX
5052	L5 IT CTX
3818	L5 IT CTX
3709	Vip
6121	L4/5 IT CTX
7034	L4/5 IT CTX
3983	L4/5 IT CTX
3756	L6 IT CTX
6194	L6 IT CTX
6297	L5 IT CTX
4924	L6 IT CTX
7359	L6 IT CTX
4116	L6 IT CTX
3917	L6 CT CTX
2239	L5 IT CTX
7333	L6 IT CTX
3861	L6 IT CTX
720	L5 IT CTX
956	L6 CT CTX
7347	L6b CTX
5474	L6 IT CTX
4353	L5 IT CTX
5883	L6 CT CTX
3900	L6 IT CTX
4114	L6 IT CTX
5435	L5 NP CTX
7369	L6 IT CTX
5192	L6 IT CTX
6114	L6 IT CTX
4820	L5 IT CTX
5207	L6 IT CTX
5117	L6 IT CTX
6173	L5 NP CTX
5042	L6 IT CTX
4272	L2/3 IT CTX-1
4105	L5 IT CTX
3884	L5 IT CTX
3889	L6 IT CTX
5008	L5 IT CTX
3845	L6 IT CTX
4905	L6 IT CTX
6358	L6 IT CTX
3939	L5 IT CTX
2287	L5 IT CTX
6192	L5 IT CTX
6178	L6 IT CTX
6203	L6 IT CTX
6163	L5 IT CTX
3879	L6 IT CTX
4077	L6 IT CTX
4000	L5 IT CTX
2322	L6 IT CTX
6281	L4/5 IT CTX
786	L5 IT CTX
3894	L6 IT CTX
6123	L6 IT CTX
5183	L5 IT CTX
6155	L6 IT CTX
5088	L5 IT CTX
6061	L5 IT CTX
6291	L5 IT CTX
6095	L6 IT CTX
6137	L6 IT CTX
5022	L5 NP CTX
3892	L5 IT CTX
2151	L4/5 IT CTX
4019	L6 CT CTX
6093	L6 IT CTX
5160	L6 IT CTX
3855	L5 IT CTX
7344	L6 CT CTX
5116	L4/5 IT CTX
5568	L6 IT CTX
3846	L6 IT CTX
5347	L6 CT CTX
3938	L6 IT CTX
5114	L6 IT CTX
2192	L4/5 IT CTX
2265	L5 NP CTX
2271	L6 IT CTX
3841	L6 IT CTX
6016	L4/5 IT CTX
864	L6b CTX
6201	L6 IT CTX
4420	L5 NP CTX
5051	L5 IT CTX
3852	L5 IT CTX
6025	L6 IT CTX
3837	L5 IT CTX
3833	L5 NP CTX
7354	L6 IT CTX
7375	L5 IT CTX
5209	L6 IT CTX
3840	L4/5 IT CTX
6112	L6 IT CTX
3832	L4/5 IT CTX
6278	L6 IT CTX
3930	L4/5 IT CTX
821	L6 IT CTX
5162	L6 CT CTX
2325	L6 CT CTX
2400	L6 CT CTX
2573	L6 CT CTX
4008	L6 CT CTX
4028	L6 CT CTX
7381	L6 CT CTX
2367	L6 CT CTX
5188	L6 CT CTX
6239	L6b CTX
4112	L6 CT CTX
4154	L6 IT CTX
4090	L6 CT CTX
3985	L6 CT CTX
6417	L6 IT CTX
2429	L6 CT CTX
2583	L6 CT CTX
6271	L6 CT CTX
120	L5 PT CTX
6292	L6 CT CTX
2301	L6b CTX
4169	L6b CTX
2446	L6 CT CTX
4130	L6 CT CTX
898	L6 CT CTX
5245	L6 CT CTX
6316	L6 CT CTX
2572	L6 CT CTX
4097	L6 CT CTX
911	L6 CT CTX
3994	L6 CT CTX
849	L6 CT CTX
4106	L6 CT CTX
5170	L6 CT CTX
