cell	bio_celltype
cell_4854	L2/3 IT CTX-1
cell_4594	L2/3 IT CTX-1
cell_4766	L5 IT CTX
cell_3464	L2/3 IT CTX-1
cell_3426	L2/3 IT CTX-1
cell_4855	L2/3 IT CTX-1
cell_5817	L2/3 IT CTX-1
cell_1611	L2/3 IT CTX-1
cell_5801	L2/3 IT CTX-1
cell_4626	L2/3 IT CTX-1
cell_1634	L2/3 IT CTX-1
cell_3728	L2/3 IT CTX-1
cell_6733	L2/3 IT CTX-1
cell_5722	L2/3 IT CTX-1
cell_4728	L2/3 IT CTX-1
cell_5778	L2/3 IT CTX-1
cell_1665	L2/3 IT CTX-1
cell_1617	L2/3 IT CTX-1
cell_4600	L2/3 IT CTX-1
cell_332	L2/3 IT CTX-1
cell_3355	L6 IT CTX
cell_2427	L6 IT CTX
cell_5026	L2/3 IT CTX-1
cell_3365	L2/3 IT CTX-1
cell_3498	L4/5 IT CTX
cell_4763	L2/3 IT CTX-1
cell_5779	L2/3 IT CTX-1
cell_4653	L2/3 IT CTX-1
cell_3425	L2/3 IT CTX-1
cell_4808	L4/5 IT CTX
cell_3405	L2/3 IT CTX-1
cell_3872	L2/3 IT CTX-1
cell_4642	L5 NP CTX
cell_245	L2/3 IT CTX-1
cell_4569	L2/3 IT CTX-1
cell_4988	L2/3 IT CTX-1
cell_3860	L2/3 IT CTX-1
cell_272	L2/3 IT CTX-1
cell_1569	L2/3 IT CTX-1
cell_71	L4/5 IT CTX
cell_1663	L2/3 IT CTX-1
cell_204	L5 PT CTX
cell_5650	L2/3 IT CTX-1
cell_1680	L2/3 IT CTX-1
cell_274	L5 PT CTX
cell_1785	L2/3 IT CTX-1
cell_341	L2/3 IT CTX-1
cell_3430	L2/3 IT CTX-1
cell_5028	L5 PT CTX
cell_3838	L5 PT CTX
cell_4606	L2/3 IT CTX-1
cell_6132	L5 PT CTX
cell_749	L2/3 IT CTX-1
cell_5073	L2/3 IT CTX-1
cell_1720	L2/3 IT CTX-1
cell_5206	L5 PT CTX
cell_4712	L2/3 IT CTX-1
cell_4620	L2/3 IT CTX-1
cell_7346	L5 PT CTX
cell_6085	L2/3 IT CTX-1
cell_18	L2/3 IT CTX-1
cell_4605	L2/3 IT CTX-1
cell_7355	L5 PT CTX
cell_3401	L4/5 IT CTX
cell_2050	L2/3 IT CTX-1
cell_6742	L2/3 IT CTX-1
cell_2195	L5 PT CTX
cell_3392	L2/3 IT CTX-1
cell_250	L2/3 IT CTX-1
cell_5809	L2/3 IT CTX-1
cell_3308	L2/3 IT CTX-1
cell_3505	L2/3 IT CTX-1
cell_3322	L2/3 IT CTX-1
cell_284	L2/3 IT CTX-1
cell_3828	L2/3 IT CTX-1
cell_7371	L5 NP CTX
cell_62	L4/5 IT CTX
cell_1813	L2/3 IT CTX-1
cell_4619	L2/3 IT CTX-1
cell_5745	L4/5 IT CTX
cell_4912	L5 PT CTX
cell_3820	L5 PT CTX
cell_4699	L4/5 IT CTX
cell_4694	L2/3 IT CTX-1
cell_5039	L2/3 IT CTX-1
cell_5892	L4/5 IT CTX
cell_352	L4/5 IT CTX
cell_4552	L2/3 IT CTX-1
cell_5799	L2/3 IT CTX-1
cell_2221	L5 PT CTX
cell_6214	L5 PT CTX
cell_259	L2/3 IT CTX-1
cell_5736	L2/3 IT CTX-1
cell_3866	L2/3 IT CTX-1
cell_32	L2/3 IT CTX-1
cell_3378	L2/3 IT CTX-1
cell_3893	L5 PT CTX
cell_6715	L2/3 IT CTX-1
cell_257	L2/3 IT CTX-1
cell_4643	L2/3 IT CTX-1
cell_3465	L5 IT CTX
cell_4571	L2/3 IT CTX-1
cell_1593	L2/3 IT CTX-1
cell_5221	L2/3 IT CTX-1
cell_1706	L5 PT CTX
cell_3552	L2/3 IT CTX-1
cell_6110	L2/3 IT CTX-1
cell_1652	L2/3 IT CTX-1
cell_3936	L5 PT CTX
cell_3876	L2/3 IT CTX-1
cell_6725	L2/3 IT CTX-1
cell_5199	Lamp5
cell_3532	L2/3 IT CTX-1
cell_3821	L5 PT CTX
cell_3867	L2/3 IT CTX-1
cell_4610	L6 IT CTX
cell_3421	L2/3 IT CTX-1
cell_4636	L5 NP CTX
cell_6160	L5 PT CTX
cell_2280	L5 PT CTX
cell_6075	L6 CT CTX
cell_2168	L2/3 IT CTX-1
cell_735	L2/3 IT CTX-1
cell_747	L2/3 IT CTX-1
cell_3496	L2/3 IT CTX-1
cell_306	L2/3 IT CTX-1
cell_262	L2/3 IT CTX-1
cell_7379	L5 PT CTX
cell_5156	L2/3 IT CTX-1
cell_314	L2/3 IT CTX-1
cell_4925	L2/3 IT CTX-1
cell_3752	L2/3 IT CTX-1
cell_304	L4/5 IT CTX
cell_4919	L5 NP CTX
cell_6183	L2/3 IT CTX-1
cell_1638	L2/3 IT CTX-1
cell_225	L2/3 IT CTX-1
cell_1594	L2/3 IT CTX-1
cell_4659	L2/3 IT CTX-1
cell_74	L2/3 IT CTX-1
cell_5761	L2/3 IT CTX-1
cell_4743	L2/3 IT CTX-1
cell_3393	L2/3 IT CTX-1
cell_436	L4/5 IT CTX
cell_1637	L2/3 IT CTX-1
cell_3830	Vip
cell_6159	L5 PT CTX
cell_1649	L2/3 IT CTX-1
cell_299	L4/5 IT CTX
cell_5645	L2/3 IT CTX-1
cell_3357	L2/3 IT CTX-1
cell_3600	L2/3 IT CTX-1
cell_2130	L2/3 IT CTX-1
cell_5741	L2/3 IT CTX-1
cell_2158	L5 PT CTX
cell_4633	L2/3 IT CTX-1
cell_6107	L5 PT CTX
cell_3328	L2/3 IT CTX-1
cell_4131	L2/3 IT CTX-1
cell_5759	L2/3 IT CTX-1
cell_3469	L2/3 IT CTX-1
cell_5721	L2/3 IT CTX-1
cell_3878	L5 PT CTX
cell_5134	L2/3 IT CTX-1
cell_5990	L2/3 IT CTX-1
cell_6133	L5 PT CTX
cell_6190	L2/3 IT CTX-1
cell_3624	L2/3 IT CTX-1
cell_354	L2/3 IT CTX-1
cell_1710	L2/3 IT CTX-1
cell_3836	L2/3 IT CTX-1
cell_1678	L2/3 IT CTX-1
cell_4900	L2/3 IT CTX-1
cell_5171	L6 CT CTX
cell_3359	L2/3 IT CTX-1
cell_20	L2/3 IT CTX-1
cell_5658	L2/3 IT CTX-1
cell_309	L4/5 IT CTX
cell_1717	L2/3 IT CTX-1
cell_3536	L4/5 IT CTX
cell_5748	L2/3 IT CTX-1
cell_222	L2/3 IT CTX-1
cell_4949	L5 PT CTX
cell_4695	L2/3 IT CTX-1
cell_4757	L2/3 IT CTX-1
cell_206	L2/3 IT CTX-1
cell_3452	L2/3 IT CTX-1
cell_3363	L2/3 IT CTX-1
cell_247	L2/3 IT CTX-1
cell_3454	L2/3 IT CTX-1
cell_4985	L2/3 IT CTX-1
cell_4639	L4/5 IT CTX
cell_3727	L2/3 IT CTX-1
cell_127	L4/5 IT CTX
cell_6165	L5 IT CTX
cell_4783	L2/3 IT CTX-1
cell_3782	L5 PT CTX
cell_7345	L5 PT CTX
cell_3816	L5 PT CTX
cell_5132	L5 PT CTX
cell_5832	L2/3 IT CTX-1
cell_4676	L4/5 IT CTX
cell_313	L2/3 IT CTX-1
cell_6102	L5 PT CTX
cell_5668	L2/3 IT CTX-1
cell_5764	L2/3 IT CTX-1
cell_3808	L5 PT CTX
cell_218	L2/3 IT CTX-1
cell_1682	L2/3 IT CTX-1
cell_271	L6b CTX
cell_1820	L2/3 IT CTX-1
cell_1644	L2/3 IT CTX-1
cell_1732	L2/3 IT CTX-1
cell_6056	L5 PT CTX
cell_7351	L2/3 IT CTX-1
cell_3946	L5 PT CTX
cell_7357	L5 PT CTX
cell_50	L4/5 IT CTX
cell_1622	L2/3 IT CTX-1
cell_1607	L2/3 IT CTX-1
cell_3941	Lamp5
cell_296	L2/3 IT CTX-1
cell_279	L2/3 IT CTX-1
cell_4634	L2/3 IT CTX-1
cell_6741	L2/3 IT CTX-1
cell_1739	L2/3 IT CTX-1
cell_138	L2/3 IT CTX-1
cell_1838	L2/3 IT CTX-1
cell_3799	L2/3 IT CTX-1
cell_5729	L5 NP CTX
cell_3795	L2/3 IT CTX-1
cell_184	L2/3 IT CTX-1
cell_1793	L2/3 IT CTX-1
cell_716	L2/3 IT CTX-1
cell_3451	L2/3 IT CTX-1
cell_270	Lamp5
cell_1642	L2/3 IT CTX-1
cell_6761	L2/3 IT CTX-1
cell_3435	L2/3 IT CTX-1
cell_4915	L5 IT CTX
cell_4666	L2/3 IT CTX-1
cell_5885	L2/3 IT CTX-1
cell_1705	L2/3 IT CTX-1
cell_525	L5 PT CTX
cell_6184	L5 PT CTX
cell_4664	L2/3 IT CTX-1
cell_1738	L2/3 IT CTX-1
cell_5708	L2/3 IT CTX-1
cell_269	L2/3 IT CTX-1
cell_308	L2/3 IT CTX-1
cell_6764	L6b CTX
cell_4836	L4/5 IT CTX
cell_6049	L2/3 IT CTX-1
cell_5683	L2/3 IT CTX-1
cell_3822	L2/3 IT CTX-1
cell_1659	L2/3 IT CTX-1
cell_3933	L5 PT CTX
cell_2180	L2/3 IT CTX-1
cell_26	L2/3 IT CTX-1
cell_5680	L2/3 IT CTX-1
cell_48	L5 PT CTX
cell_6086	L2/3 IT CTX-1
cell_1630	L2/3 IT CTX-1
cell_2121	L5 PT CTX
cell_4617	L2/3 IT CTX-1
cell_219	L4/5 IT CTX
cell_1620	L2/3 IT CTX-1
cell_725	L5 PT CTX
cell_5769	L2/3 IT CTX-1
cell_3397	L2/3 IT CTX-1
cell_2166	L5 PT CTX
cell_4632	L2/3 IT CTX-1
cell_5734	L2/3 IT CTX-1
cell_2139	L5 PT CTX
cell_3909	L2/3 IT CTX-1
cell_6124	L5 PT CTX
cell_3513	L4/5 IT CTX
cell_3388	L2/3 IT CTX-1
cell_3390	L2/3 IT CTX-1
cell_6109	L5 PT CTX
cell_84	L4/5 IT CTX
cell_5760	L2/3 IT CTX-1
cell_773	L5 PT CTX
cell_264	L5 NP CTX
cell_3445	L2/3 IT CTX-1
cell_1756	L2/3 IT CTX-1
cell_234	L4/5 IT CTX
cell_3924	L2/3 IT CTX-1
cell_5082	L5 PT CTX
cell_5010	L2/3 IT CTX-1
cell_3523	L2/3 IT CTX-1
cell_4833	L2/3 IT CTX-1
cell_6162	L2/3 IT CTX-1
cell_3389	L2/3 IT CTX-1
cell_4686	L2/3 IT CTX-1
cell_6219	L2/3 IT CTX-1
cell_129	L2/3 IT CTX-1
cell_3827	L2/3 IT CTX-1
cell_4839	L2/3 IT CTX-1
cell_5673	L2/3 IT CTX-1
cell_1709	L4/5 IT CTX
cell_646	Lamp5
cell_2171	L2/3 IT CTX-1
cell_91	L2/3 IT CTX-1
cell_239	L2/3 IT CTX-1
cell_4575	L2/3 IT CTX-1
cell_3530	L2/3 IT CTX-1
cell_724	L2/3 IT CTX-1
cell_5652	L2/3 IT CTX-1
cell_94	L4/5 IT CTX
cell_108	L4/5 IT CTX
cell_3937	L5 PT CTX
cell_2100	L2/3 IT CTX-1
cell_254	L2/3 IT CTX-1
cell_2175	L5 PT CTX
cell_4635	L2/3 IT CTX-1
cell_5710	L2/3 IT CTX-1
cell_5090	Lamp5
cell_2138	L2/3 IT CTX-1
cell_5751	L6 IT CTX
cell_55	L2/3 IT CTX-1
cell_1648	L2/3 IT CTX-1
cell_3851	L2/3 IT CTX-1
cell_5032	L2/3 IT CTX-1
cell_4805	L2/3 IT CTX-1
cell_750	L6b CTX
cell_1783	L6b CTX
cell_6131	L5 PT CTX
cell_4628	L2/3 IT CTX-1
cell_238	L2/3 IT CTX-1
cell_287	L2/3 IT CTX-1
cell_6213	L5 PT CTX
cell_5715	L5 PT CTX
cell_3805	L4/5 IT CTX
cell_5046	L5 PT CTX
cell_1640	L2/3 IT CTX-1
cell_5747	L4/5 IT CTX
cell_4638	L2/3 IT CTX-1
cell_4749	L4/5 IT CTX
cell_3531	L2/3 IT CTX-1
cell_4611	L2/3 IT CTX-1
cell_363	L2/3 IT CTX-1
cell_4577	L6 IT CTX
cell_3403	L2/3 IT CTX-1
cell_277	L2/3 IT CTX-1
cell_3607	L2/3 IT CTX-1
cell_5934	L4/5 IT CTX
cell_1757	L4/5 IT CTX
cell_618	L4/5 IT CTX
cell_7054	L4/5 IT CTX
cell_4978	L4/5 IT CTX
cell_4692	L4/5 IT CTX
cell_628	L4/5 IT CTX
cell_3753	L4/5 IT CTX
cell_455	L4/5 IT CTX
cell_1746	L4/5 IT CTX
cell_3645	L4/5 IT CTX
cell_3529	L4/5 IT CTX
cell_392	L4/5 IT CTX
cell_5945	L4/5 IT CTX
cell_5056	L4/5 IT CTX
cell_5050	L4/5 IT CTX
cell_2097	L4/5 IT CTX
cell_1771	L4/5 IT CTX
cell_2081	L4/5 IT CTX
cell_476	L4/5 IT CTX
cell_4901	L4/5 IT CTX
cell_477	L4/5 IT CTX
cell_1932	L4/5 IT CTX
cell_3644	L4/5 IT CTX
cell_6036	L4/5 IT CTX
cell_666	L4/5 IT CTX
cell_568	L4/5 IT CTX
cell_3703	L4/5 IT CTX
cell_532	L4/5 IT CTX
cell_4813	L4/5 IT CTX
cell_426	L4/5 IT CTX
cell_102	L4/5 IT CTX
cell_5864	L4/5 IT CTX
cell_3630	L5 IT CTX
cell_7065	L5 IT CTX
cell_548	L4/5 IT CTX
cell_1699	L4/5 IT CTX
cell_1848	L4/5 IT CTX
cell_1773	L4/5 IT CTX
cell_6755	L4/5 IT CTX
cell_93	L4/5 IT CTX
cell_4722	L4/5 IT CTX
cell_126	L4/5 IT CTX
cell_434	L4/5 IT CTX
cell_1905	L4/5 IT CTX
cell_1980	L4/5 IT CTX
cell_5707	L4/5 IT CTX
cell_517	L4/5 IT CTX
cell_5831	L4/5 IT CTX
cell_4837	L4/5 IT CTX
cell_1865	L4/5 IT CTX
cell_5915	L4/5 IT CTX
cell_6191	L4/5 IT CTX
cell_3623	L4/5 IT CTX
cell_3571	L4/5 IT CTX
cell_1968	L4/5 IT CTX
cell_1727	L4/5 IT CTX
cell_1880	L4/5 IT CTX
cell_385	L4/5 IT CTX
cell_4844	L4/5 IT CTX
cell_3555	L4/5 IT CTX
cell_3638	L4/5 IT CTX
cell_456	L4/5 IT CTX
cell_1830	L4/5 IT CTX
cell_338	L4/5 IT CTX
cell_6043	L5 IT CTX
cell_1822	L5 NP CTX
cell_1780	L4/5 IT CTX
cell_3667	L4/5 IT CTX
cell_6758	L4/5 IT CTX
cell_6079	L4/5 IT CTX
cell_1725	L2/3 IT CTX-1
cell_1735	L4/5 IT CTX
cell_479	L4/5 IT CTX
cell_1854	L4/5 IT CTX
cell_4864	L4/5 IT CTX
cell_1826	L4/5 IT CTX
cell_404	L4/5 IT CTX
cell_3687	L4/5 IT CTX
cell_6018	L4/5 IT CTX
cell_1718	L4/5 IT CTX
cell_3595	L4/5 IT CTX
cell_5924	L4/5 IT CTX
cell_4959	L4/5 IT CTX
cell_1839	L4/5 IT CTX
cell_5770	L4/5 IT CTX
cell_3443	L4/5 IT CTX
cell_3444	L4/5 IT CTX
cell_1754	L4/5 IT CTX
cell_1872	L4/5 IT CTX
cell_1889	L4/5 IT CTX
cell_1766	L4/5 IT CTX
cell_5903	L4/5 IT CTX
cell_291	L4/5 IT CTX
cell_1812	L4/5 IT CTX
cell_507	L4/5 IT CTX
cell_466	L4/5 IT CTX
cell_335	L4/5 IT CTX
cell_409	L4/5 IT CTX
cell_3617	L4/5 IT CTX
cell_1686	L4/5 IT CTX
cell_361	L4/5 IT CTX
cell_3748	L5 IT CTX
cell_3573	L4/5 IT CTX
cell_4762	L4/5 IT CTX
cell_1857	L4/5 IT CTX
cell_351	L4/5 IT CTX
cell_1869	L4/5 IT CTX
cell_5925	L4/5 IT CTX
cell_441	L4/5 IT CTX
cell_4829	L4/5 IT CTX
cell_347	L4/5 IT CTX
cell_535	L4/5 IT CTX
cell_3548	L4/5 IT CTX
cell_1851	L4/5 IT CTX
cell_90	L4/5 IT CTX
cell_1809	L4/5 IT CTX
cell_4810	L4/5 IT CTX
cell_538	L4/5 IT CTX
cell_3460	L4/5 IT CTX
cell_5913	L4/5 IT CTX
cell_5835	L4/5 IT CTX
cell_1792	L4/5 IT CTX
cell_3603	L4/5 IT CTX
cell_3614	L4/5 IT CTX
cell_642	L4/5 IT CTX
cell_1929	L4/5 IT CTX
cell_1794	L4/5 IT CTX
cell_4791	L4/5 IT CTX
cell_5816	L4/5 IT CTX
cell_412	L4/5 IT CTX
cell_4761	L4/5 IT CTX
cell_7050	L5 IT CTX
cell_1702	L4/5 IT CTX
cell_516	L4/5 IT CTX
cell_4753	L2/3 IT CTX-1
cell_1704	L4/5 IT CTX
cell_3598	L4/5 IT CTX
cell_5203	L5 IT CTX
cell_4896	L5 IT CTX
cell_5906	L4/5 IT CTX
cell_4856	L4/5 IT CTX
cell_3631	L4/5 IT CTX
cell_565	L4/5 IT CTX
cell_1913	L4/5 IT CTX
cell_502	L4/5 IT CTX
cell_1736	L4/5 IT CTX
cell_322	L4/5 IT CTX
cell_3715	L4/5 IT CTX
cell_1833	L4/5 IT CTX
cell_391	L4/5 IT CTX
cell_4698	L4/5 IT CTX
cell_1758	L4/5 IT CTX
cell_5880	L4/5 IT CTX
cell_7044	L4/5 IT CTX
cell_461	L4/5 IT CTX
cell_1887	L4/5 IT CTX
cell_122	L5 PT CTX
cell_4860	L4/5 IT CTX
cell_3557	L4/5 IT CTX
cell_6032	L5 IT CTX
cell_4777	L4/5 IT CTX
cell_292	L4/5 IT CTX
cell_320	L4/5 IT CTX
cell_5918	L4/5 IT CTX
cell_5693	L2/3 IT CTX-1
cell_6026	L4/5 IT CTX
cell_1903	L4/5 IT CTX
cell_1810	L4/5 IT CTX
cell_5936	L4/5 IT CTX
cell_4804	L4/5 IT CTX
cell_7036	L4/5 IT CTX
cell_6014	L4/5 IT CTX
cell_4877	L4/5 IT CTX
cell_1819	L4/5 IT CTX
cell_4851	L4/5 IT CTX
cell_1737	L4/5 IT CTX
cell_5826	L4/5 IT CTX
cell_6119	L4/5 IT CTX
cell_64	L4/5 IT CTX
cell_5957	L4/5 IT CTX
cell_136	L4/5 IT CTX
cell_3442	L5 IT CTX
cell_4715	L4/5 IT CTX
cell_4742	L4/5 IT CTX
cell_77	L4/5 IT CTX
cell_518	L4/5 IT CTX
cell_3710	L4/5 IT CTX
cell_4958	L4/5 IT CTX
cell_2058	L5 IT CTX
cell_563	L4/5 IT CTX
cell_377	L4/5 IT CTX
cell_3549	L4/5 IT CTX
cell_3636	L4/5 IT CTX
cell_530	L4/5 IT CTX
cell_2114	L4/5 IT CTX
cell_651	L4/5 IT CTX
cell_437	L4/5 IT CTX
cell_386	L4/5 IT CTX
cell_5971	L5 IT CTX
cell_639	L4/5 IT CTX
cell_2064	L4/5 IT CTX
cell_571	L4/5 IT CTX
cell_3411	L4/5 IT CTX
cell_1950	L4/5 IT CTX
cell_5991	L4/5 IT CTX
cell_3633	L4/5 IT CTX
cell_5956	L4/5 IT CTX
cell_641	L4/5 IT CTX
cell_709	L4/5 IT CTX
cell_111	L4/5 IT CTX
cell_2062	L4/5 IT CTX
cell_537	L4/5 IT CTX
cell_680	L4/5 IT CTX
cell_3616	L4/5 IT CTX
cell_390	L4/5 IT CTX
cell_5871	L4/5 IT CTX
cell_549	L4/5 IT CTX
cell_2024	L4/5 IT CTX
cell_6031	L5 IT CTX
cell_536	L4/5 IT CTX
cell_1775	L4/5 IT CTX
cell_3619	L4/5 IT CTX
cell_531	L4/5 IT CTX
cell_4802	L4/5 IT CTX
cell_539	L4/5 IT CTX
cell_2020	L4/5 IT CTX
cell_1967	L4/5 IT CTX
cell_4721	L4/5 IT CTX
cell_1948	L4/5 IT CTX
cell_528	L4/5 IT CTX
cell_1933	L4/5 IT CTX
cell_616	L4/5 IT CTX
cell_1755	L4/5 IT CTX
cell_3968	L4/5 IT CTX
cell_2077	L4/5 IT CTX
cell_2082	L4/5 IT CTX
cell_5855	L4/5 IT CTX
cell_2075	L4/5 IT CTX
cell_3739	L4/5 IT CTX
cell_397	L4/5 IT CTX
cell_635	L4/5 IT CTX
cell_4729	L4/5 IT CTX
cell_5978	L4/5 IT CTX
cell_1939	L4/5 IT CTX
cell_1966	L4/5 IT CTX
cell_648	L4/5 IT CTX
cell_383	L4/5 IT CTX
cell_5058	L4/5 IT CTX
cell_609	L4/5 IT CTX
cell_7063	L4/5 IT CTX
cell_1955	L4/5 IT CTX
cell_3591	L4/5 IT CTX
cell_4795	L4/5 IT CTX
cell_3594	L4/5 IT CTX
cell_4935	L4/5 IT CTX
cell_4815	L5 NP CTX
cell_2021	L4/5 IT CTX
cell_1781	L4/5 IT CTX
cell_417	L4/5 IT CTX
cell_2211	L4/5 IT CTX
cell_1798	L4/5 IT CTX
cell_416	L4/5 IT CTX
cell_597	L4/5 IT CTX
cell_148	L5 NP CTX
cell_2023	L4/5 IT CTX
cell_2088	L4/5 IT CTX
cell_2025	L4/5 IT CTX
cell_2162	L4/5 IT CTX
cell_4716	L4/5 IT CTX
cell_372	L4/5 IT CTX
cell_1825	L4/5 IT CTX
cell_5942	L4/5 IT CTX
cell_2044	L4/5 IT CTX
cell_3656	L4/5 IT CTX
cell_2160	L4/5 IT CTX
cell_1953	L4/5 IT CTX
cell_3628	L4/5 IT CTX
cell_5881	L4/5 IT CTX
cell_1837	L4/5 IT CTX
cell_486	L4/5 IT CTX
cell_5993	L5 NP CTX
cell_104	L4/5 IT CTX
cell_2019	L4/5 IT CTX
cell_463	L4/5 IT CTX
cell_569	L4/5 IT CTX
cell_658	Vip
cell_414	L4/5 IT CTX
cell_515	L4/5 IT CTX
cell_3601	L4/5 IT CTX
cell_602	L4/5 IT CTX
cell_7057	L4/5 IT CTX
cell_4975	L4/5 IT CTX
cell_67	L4/5 IT CTX
cell_2099	L4/5 IT CTX
cell_1749	L4/5 IT CTX
cell_1945	L4/5 IT CTX
cell_5979	L4/5 IT CTX
cell_1954	L4/5 IT CTX
cell_588	L4/5 IT CTX
cell_3786	L4/5 IT CTX
cell_4775	L5 NP CTX
cell_3602	L4/5 IT CTX
cell_584	L4/5 IT CTX
cell_7092	L4/5 IT CTX
cell_121	L4/5 IT CTX
cell_653	L4/5 IT CTX
cell_5834	L5 IT CTX
cell_410	L4/5 IT CTX
cell_4952	L4/5 IT CTX
cell_7055	L4/5 IT CTX
cell_367	L4/5 IT CTX
cell_649	L4/5 IT CTX
cell_523	L4/5 IT CTX
cell_620	L4/5 IT CTX
cell_5972	L5 NP CTX
cell_711	L4/5 IT CTX
cell_2007	L4/5 IT CTX
cell_1961	L4/5 IT CTX
cell_2117	L4/5 IT CTX
cell_2008	L4/5 IT CTX
cell_5941	L5 NP CTX
cell_605	L4/5 IT CTX
cell_5902	L4/5 IT CTX
cell_2029	L4/5 IT CTX
cell_2102	L4/5 IT CTX
cell_1814	L4/5 IT CTX
cell_625	L4/5 IT CTX
cell_509	L4/5 IT CTX
cell_1912	L4/5 IT CTX
cell_5919	L4/5 IT CTX
cell_4962	L4/5 IT CTX
cell_1991	L4/5 IT CTX
cell_2275	L4/5 IT CTX
cell_3493	L5 NP CTX
cell_1777	L5 NP CTX
cell_6073	L4/5 IT CTX
cell_3793	L4/5 IT CTX
cell_713	L4/5 IT CTX
cell_1712	L5 IT CTX
cell_5882	L4/5 IT CTX
cell_7081	L4/5 IT CTX
cell_3575	L4/5 IT CTX
cell_393	L4/5 IT CTX
cell_3804	L5 IT CTX
cell_1936	L4/5 IT CTX
cell_5987	L4/5 IT CTX
cell_2014	L4/5 IT CTX
cell_2091	L4/5 IT CTX
cell_3654	L4/5 IT CTX
cell_3566	L4/5 IT CTX
cell_1999	L4/5 IT CTX
cell_501	L4/5 IT CTX
cell_657	L4/5 IT CTX
cell_4996	L4/5 IT CTX
cell_5969	L4/5 IT CTX
cell_1902	L4/5 IT CTX
cell_3558	L4/5 IT CTX
cell_4717	L4/5 IT CTX
cell_1947	L4/5 IT CTX
cell_145	L4/5 IT CTX
cell_748	L4/5 IT CTX
cell_7079	L5 IT CTX
cell_5002	L4/5 IT CTX
cell_1982	L4/5 IT CTX
cell_395	L4/5 IT CTX
cell_3714	L4/5 IT CTX
cell_489	L4/5 IT CTX
cell_4951	L4/5 IT CTX
cell_3584	L4/5 IT CTX
cell_567	L4/5 IT CTX
cell_7086	L5 NP CTX
cell_5894	L4/5 IT CTX
cell_5140	L5 IT CTX
cell_2013	L4/5 IT CTX
cell_4789	L4/5 IT CTX
cell_2072	L4/5 IT CTX
cell_4880	L4/5 IT CTX
cell_2115	L4/5 IT CTX
cell_3698	L4/5 IT CTX
cell_6045	L4/5 IT CTX
cell_3730	L4/5 IT CTX
cell_2251	L5 IT CTX
cell_607	L4/5 IT CTX
cell_346	L4/5 IT CTX
cell_4968	L4/5 IT CTX
cell_582	L5 NP CTX
cell_360	L4/5 IT CTX
cell_1817	L4/5 IT CTX
cell_424	L4/5 IT CTX
cell_1907	L4/5 IT CTX
cell_5868	L4/5 IT CTX
cell_428	L4/5 IT CTX
cell_5967	L4/5 IT CTX
cell_2070	L4/5 IT CTX
cell_1740	L4/5 IT CTX
cell_5847	L5 IT CTX
cell_3719	Vip
cell_499	L4/5 IT CTX
cell_7069	L4/5 IT CTX
cell_1849	L4/5 IT CTX
cell_7056	L4/5 IT CTX
cell_5896	L4/5 IT CTX
cell_3678	L4/5 IT CTX
cell_492	L4/5 IT CTX
cell_6001	L4/5 IT CTX
cell_691	L4/5 IT CTX
cell_696	L4/5 IT CTX
cell_86	L4/5 IT CTX
cell_1992	L4/5 IT CTX
cell_2036	L4/5 IT CTX
cell_5998	L5 IT CTX
cell_3682	L4/5 IT CTX
cell_1768	L4/5 IT CTX
cell_4832	L4/5 IT CTX
cell_405	L4/5 IT CTX
cell_1927	L4/5 IT CTX
cell_527	L4/5 IT CTX
cell_6039	L4/5 IT CTX
cell_5859	L4/5 IT CTX
cell_566	L4/5 IT CTX
cell_3671	L5 NP CTX
cell_2116	L4/5 IT CTX
cell_561	L4/5 IT CTX
cell_1934	L4/5 IT CTX
cell_4850	L4/5 IT CTX
cell_1788	L4/5 IT CTX
cell_2049	L4/5 IT CTX
cell_4894	L4/5 IT CTX
cell_2002	L4/5 IT CTX
cell_3778	L4/5 IT CTX
cell_6028	L4/5 IT CTX
cell_573	L4/5 IT CTX
cell_4974	L4/5 IT CTX
cell_4848	L4/5 IT CTX
cell_5873	L4/5 IT CTX
cell_6037	L4/5 IT CTX
cell_430	L4/5 IT CTX
cell_425	L4/5 IT CTX
cell_686	L4/5 IT CTX
cell_2031	L4/5 IT CTX
cell_135	L4/5 IT CTX
cell_570	L4/5 IT CTX
cell_594	L4/5 IT CTX
cell_5874	L4/5 IT CTX
cell_1898	L4/5 IT CTX
cell_5866	L4/5 IT CTX
cell_5869	L4/5 IT CTX
cell_5939	L4/5 IT CTX
cell_1951	L4/5 IT CTX
cell_3585	L4/5 IT CTX
cell_3717	L4/5 IT CTX
cell_547	L4/5 IT CTX
cell_2085	L4/5 IT CTX
cell_3705	L4/5 IT CTX
cell_1874	L4/5 IT CTX
cell_2004	Vip
cell_1975	L4/5 IT CTX
cell_1944	L4/5 IT CTX
cell_3663	L4/5 IT CTX
cell_3637	L4/5 IT CTX
cell_5863	L4/5 IT CTX
cell_579	L4/5 IT CTX
cell_473	L4/5 IT CTX
cell_512	L4/5 IT CTX
cell_1789	L4/5 IT CTX
cell_5766	L4/5 IT CTX
cell_508	L4/5 IT CTX
cell_3767	L4/5 IT CTX
cell_2079	L4/5 IT CTX
cell_4706	L4/5 IT CTX
cell_636	L4/5 IT CTX
cell_5862	L4/5 IT CTX
cell_2111	L4/5 IT CTX
cell_519	L4/5 IT CTX
cell_1917	Sst
cell_830	L4/5 IT CTX
