cell	bio_celltype
cell_2132	(2) Fribroblast-like (AV mesenchyme related)
cell_2133	(5) Smooth muscle cells/ fibroblast-like
cell_2134	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2135	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2136	(5) Smooth muscle cells/ fibroblast-like
cell_2137	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2138	(9) Epicardial cells
cell_2139	(5) Smooth muscle cells/ fibroblast-like
cell_2140	(0) Capillary endothelium
cell_2141	(5) Smooth muscle cells/ fibroblast-like
cell_2142	(5) Smooth muscle cells/ fibroblast-like
cell_2143	(8) Fibroblast-like (outflow tract & valve related)
cell_2145	(5) Smooth muscle cells/ fibroblast-like
cell_2146	(8) Fibroblast-like (outflow tract & valve related)
cell_2147	(0) Capillary endothelium
cell_2148	(5) Smooth muscle cells/ fibroblast-like
cell_2149	(8) Fibroblast-like (outflow tract & valve related)
cell_2150	(9) Epicardial cells
cell_2151	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2152	(9) Epicardial cells
cell_2153	(8) Fibroblast-like (outflow tract & valve related)
cell_2154	(8) Fibroblast-like (outflow tract & valve related)
cell_2156	(5) Smooth muscle cells/ fibroblast-like
cell_2157	(3) Subepicardial cells
cell_2158	(3) Subepicardial cells
cell_2159	(8) Fibroblast-like (outflow tract & valve related)
cell_2160	(0) Capillary endothelium
cell_2161	(3) Subepicardial cells
cell_2162	(3) Subepicardial cells
cell_2163	(5) Smooth muscle cells/ fibroblast-like
cell_2164	(5) Smooth muscle cells/ fibroblast-like
cell_2165	(5) Smooth muscle cells/ fibroblast-like
cell_2166	(5) Smooth muscle cells/ fibroblast-like
cell_2168	(9) Epicardial cells
cell_2169	(2) Fribroblast-like (AV mesenchyme related)
cell_2170	(3) Subepicardial cells
cell_2171	(9) Epicardial cells
cell_2172	(5) Smooth muscle cells/ fibroblast-like
cell_2173	(3) Subepicardial cells
cell_2175	(0) Capillary endothelium
cell_2176	(5) Smooth muscle cells/ fibroblast-like
cell_2177	(9) Epicardial cells
cell_2178	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2179	(5) Smooth muscle cells/ fibroblast-like
cell_2180	(5) Smooth muscle cells/ fibroblast-like
cell_2181	(5) Smooth muscle cells/ fibroblast-like
cell_2182	(5) Smooth muscle cells/ fibroblast-like
cell_2183	(9) Epicardial cells
cell_2184	(9) Epicardial cells
cell_2185	(8) Fibroblast-like (outflow tract & valve related)
cell_2186	(0) Capillary endothelium
cell_2188	(9) Epicardial cells
cell_2189	(0) Capillary endothelium
cell_2190	(5) Smooth muscle cells/ fibroblast-like
cell_2191	(5) Smooth muscle cells/ fibroblast-like
cell_2192	(5) Smooth muscle cells/ fibroblast-like
cell_2193	(5) Smooth muscle cells/ fibroblast-like
cell_2194	(0) Capillary endothelium
cell_2195	(2) Fribroblast-like (AV mesenchyme related)
cell_2196	(5) Smooth muscle cells/ fibroblast-like
cell_2197	(9) Epicardial cells
cell_2198	(8) Fibroblast-like (outflow tract & valve related)
cell_2199	(0) Capillary endothelium
cell_2200	(10) Endothelium/ pericytes/ adventia
cell_2201	(2) Fribroblast-like (AV mesenchyme related)
cell_2202	(5) Smooth muscle cells/ fibroblast-like
cell_2203	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2204	(5) Smooth muscle cells/ fibroblast-like
cell_2205	(2) Fribroblast-like (AV mesenchyme related)
cell_2206	(9) Epicardial cells
cell_2207	(8) Fibroblast-like (outflow tract & valve related)
cell_2208	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2209	(5) Smooth muscle cells/ fibroblast-like
cell_2210	(9) Epicardial cells
cell_2211	(5) Smooth muscle cells/ fibroblast-like
cell_2212	(8) Fibroblast-like (outflow tract & valve related)
cell_2213	(3) Subepicardial cells
cell_2214	(8) Fibroblast-like (outflow tract & valve related)
cell_2215	(3) Subepicardial cells
cell_2216	(9) Epicardial cells
cell_2217	(8) Fibroblast-like (outflow tract & valve related)
cell_2218	(5) Smooth muscle cells/ fibroblast-like
cell_2219	(2) Fribroblast-like (AV mesenchyme related)
cell_2220	(3) Subepicardial cells
cell_2221	(3) Subepicardial cells
cell_2222	(5) Smooth muscle cells/ fibroblast-like
cell_2223	(5) Smooth muscle cells/ fibroblast-like
cell_2224	(9) Epicardial cells
cell_2225	(5) Smooth muscle cells/ fibroblast-like
cell_2226	(5) Smooth muscle cells/ fibroblast-like
cell_2227	(9) Epicardial cells
cell_2228	(3) Subepicardial cells
cell_2229	(5) Smooth muscle cells/ fibroblast-like
cell_2231	(5) Smooth muscle cells/ fibroblast-like
cell_2232	(5) Smooth muscle cells/ fibroblast-like
cell_2233	(5) Smooth muscle cells/ fibroblast-like
cell_2234	(5) Smooth muscle cells/ fibroblast-like
cell_2235	(3) Subepicardial cells
cell_2236	(9) Epicardial cells
cell_2237	(9) Epicardial cells
cell_2238	(3) Subepicardial cells
cell_2239	(9) Epicardial cells
cell_2240	(8) Fibroblast-like (outflow tract & valve related)
cell_2241	(9) Epicardial cells
cell_2242	(3) Subepicardial cells
cell_2244	(3) Subepicardial cells
cell_2245	(9) Epicardial cells
cell_2246	(9) Epicardial cells
cell_2247	(9) Epicardial cells
cell_2248	(9) Epicardial cells
cell_2249	(9) Epicardial cells
cell_2251	(3) Subepicardial cells
cell_2252	(2) Fribroblast-like (AV mesenchyme related)
cell_2253	(2) Fribroblast-like (AV mesenchyme related)
cell_2254	(5) Smooth muscle cells/ fibroblast-like
cell_2256	(5) Smooth muscle cells/ fibroblast-like
cell_2257	(2) Fribroblast-like (AV mesenchyme related)
cell_2258	(5) Smooth muscle cells/ fibroblast-like
cell_2259	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2260	(5) Smooth muscle cells/ fibroblast-like
cell_2261	(5) Smooth muscle cells/ fibroblast-like
cell_2262	(5) Smooth muscle cells/ fibroblast-like
cell_2263	(5) Smooth muscle cells/ fibroblast-like
cell_2264	(5) Smooth muscle cells/ fibroblast-like
cell_2265	(3) Subepicardial cells
cell_2266	(5) Smooth muscle cells/ fibroblast-like
cell_2267	(3) Subepicardial cells
cell_2268	(5) Smooth muscle cells/ fibroblast-like
cell_2269	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2270	(3) Subepicardial cells
cell_2271	(5) Smooth muscle cells/ fibroblast-like
cell_2272	(5) Smooth muscle cells/ fibroblast-like
cell_2273	(5) Smooth muscle cells/ fibroblast-like
cell_2274	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2275	(5) Smooth muscle cells/ fibroblast-like
cell_2276	(2) Fribroblast-like (AV mesenchyme related)
cell_2277	(5) Smooth muscle cells/ fibroblast-like
cell_2278	(2) Fribroblast-like (AV mesenchyme related)
cell_2279	(9) Epicardial cells
cell_2280	(2) Fribroblast-like (AV mesenchyme related)
cell_2281	(5) Smooth muscle cells/ fibroblast-like
cell_2282	(5) Smooth muscle cells/ fibroblast-like
cell_2283	(14) Cells related to cardiac neural crest
cell_2284	(2) Fribroblast-like (AV mesenchyme related)
cell_2285	(5) Smooth muscle cells/ fibroblast-like
cell_2286	(9) Epicardial cells
cell_2287	(5) Smooth muscle cells/ fibroblast-like
cell_2288	(8) Fibroblast-like (outflow tract & valve related)
cell_2289	(14) Cells related to cardiac neural crest
cell_2290	(2) Fribroblast-like (AV mesenchyme related)
cell_2291	(2) Fribroblast-like (AV mesenchyme related)
cell_2292	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2293	(5) Smooth muscle cells/ fibroblast-like
cell_2294	(5) Smooth muscle cells/ fibroblast-like
cell_2295	(3) Subepicardial cells
cell_2296	(3) Subepicardial cells
cell_2297	(2) Fribroblast-like (AV mesenchyme related)
cell_2298	(5) Smooth muscle cells/ fibroblast-like
cell_2300	(5) Smooth muscle cells/ fibroblast-like
cell_2302	(5) Smooth muscle cells/ fibroblast-like
cell_2303	(5) Smooth muscle cells/ fibroblast-like
cell_2305	(5) Smooth muscle cells/ fibroblast-like
cell_2306	(5) Smooth muscle cells/ fibroblast-like
cell_2307	(5) Smooth muscle cells/ fibroblast-like
cell_2309	(5) Smooth muscle cells/ fibroblast-like
cell_2310	(5) Smooth muscle cells/ fibroblast-like
cell_2311	(5) Smooth muscle cells/ fibroblast-like
cell_2313	(5) Smooth muscle cells/ fibroblast-like
cell_2314	(5) Smooth muscle cells/ fibroblast-like
cell_2315	(3) Subepicardial cells
cell_2316	(5) Smooth muscle cells/ fibroblast-like
cell_2317	(3) Subepicardial cells
cell_2318	(2) Fribroblast-like (AV mesenchyme related)
cell_2319	(2) Fribroblast-like (AV mesenchyme related)
cell_2320	(8) Fibroblast-like (outflow tract & valve related)
cell_2321	(3) Subepicardial cells
cell_2322	(5) Smooth muscle cells/ fibroblast-like
cell_2323	(5) Smooth muscle cells/ fibroblast-like
cell_2324	(5) Smooth muscle cells/ fibroblast-like
cell_2325	(5) Smooth muscle cells/ fibroblast-like
cell_2327	(5) Smooth muscle cells/ fibroblast-like
cell_2328	(5) Smooth muscle cells/ fibroblast-like
cell_2329	(14) Cells related to cardiac neural crest
cell_2330	(14) Cells related to cardiac neural crest
cell_2331	(2) Fribroblast-like (AV mesenchyme related)
cell_2332	(3) Subepicardial cells
cell_2333	(2) Fribroblast-like (AV mesenchyme related)
cell_2334	(5) Smooth muscle cells/ fibroblast-like
cell_2335	(5) Smooth muscle cells/ fibroblast-like
cell_2336	(2) Fribroblast-like (AV mesenchyme related)
cell_2337	(2) Fribroblast-like (AV mesenchyme related)
cell_2338	(2) Fribroblast-like (AV mesenchyme related)
cell_2339	(5) Smooth muscle cells/ fibroblast-like
cell_2340	(3) Subepicardial cells
cell_2341	(2) Fribroblast-like (AV mesenchyme related)
cell_2342	(2) Fribroblast-like (AV mesenchyme related)
cell_2343	(2) Fribroblast-like (AV mesenchyme related)
cell_2344	(5) Smooth muscle cells/ fibroblast-like
cell_2345	(5) Smooth muscle cells/ fibroblast-like
cell_2347	(5) Smooth muscle cells/ fibroblast-like
cell_2348	(5) Smooth muscle cells/ fibroblast-like
cell_2349	(5) Smooth muscle cells/ fibroblast-like
cell_2350	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2351	(5) Smooth muscle cells/ fibroblast-like
cell_2352	(5) Smooth muscle cells/ fibroblast-like
cell_2353	(2) Fribroblast-like (AV mesenchyme related)
cell_2354	(5) Smooth muscle cells/ fibroblast-like
cell_2355	(5) Smooth muscle cells/ fibroblast-like
cell_2356	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2357	(5) Smooth muscle cells/ fibroblast-like
cell_2358	(5) Smooth muscle cells/ fibroblast-like
cell_2359	(2) Fribroblast-like (AV mesenchyme related)
cell_2360	(10) Endothelium/ pericytes/ adventia
cell_2361	(5) Smooth muscle cells/ fibroblast-like
cell_2362	(5) Smooth muscle cells/ fibroblast-like
cell_2363	(5) Smooth muscle cells/ fibroblast-like
cell_2364	(5) Smooth muscle cells/ fibroblast-like
cell_2365	(5) Smooth muscle cells/ fibroblast-like
cell_2366	(5) Smooth muscle cells/ fibroblast-like
cell_2367	(5) Smooth muscle cells/ fibroblast-like
cell_2368	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2370	(5) Smooth muscle cells/ fibroblast-like
cell_2372	(5) Smooth muscle cells/ fibroblast-like
cell_2373	(9) Epicardial cells
cell_2374	(5) Smooth muscle cells/ fibroblast-like
cell_2375	(5) Smooth muscle cells/ fibroblast-like
cell_2376	(2) Fribroblast-like (AV mesenchyme related)
cell_2377	(5) Smooth muscle cells/ fibroblast-like
cell_2378	(5) Smooth muscle cells/ fibroblast-like
cell_2379	(5) Smooth muscle cells/ fibroblast-like
cell_2380	(2) Fribroblast-like (AV mesenchyme related)
cell_2381	(8) Fibroblast-like (outflow tract & valve related)
cell_2382	(8) Fibroblast-like (outflow tract & valve related)
cell_2383	(5) Smooth muscle cells/ fibroblast-like
cell_2384	(5) Smooth muscle cells/ fibroblast-like
cell_2385	(5) Smooth muscle cells/ fibroblast-like
cell_2386	(2) Fribroblast-like (AV mesenchyme related)
cell_2387	(2) Fribroblast-like (AV mesenchyme related)
cell_2388	(5) Smooth muscle cells/ fibroblast-like
cell_2389	(5) Smooth muscle cells/ fibroblast-like
cell_2390	(2) Fribroblast-like (AV mesenchyme related)
cell_2391	(2) Fribroblast-like (AV mesenchyme related)
cell_2393	(5) Smooth muscle cells/ fibroblast-like
cell_2394	(2) Fribroblast-like (AV mesenchyme related)
cell_2395	(3) Subepicardial cells
cell_2396	(2) Fribroblast-like (AV mesenchyme related)
cell_2397	(9) Epicardial cells
cell_2398	(5) Smooth muscle cells/ fibroblast-like
cell_2400	(5) Smooth muscle cells/ fibroblast-like
cell_2401	(2) Fribroblast-like (AV mesenchyme related)
cell_2404	(5) Smooth muscle cells/ fibroblast-like
cell_2405	(5) Smooth muscle cells/ fibroblast-like
cell_2406	(8) Fibroblast-like (outflow tract & valve related)
cell_2407	(5) Smooth muscle cells/ fibroblast-like
cell_2408	(5) Smooth muscle cells/ fibroblast-like
cell_2409	(2) Fribroblast-like (AV mesenchyme related)
cell_2410	(5) Smooth muscle cells/ fibroblast-like
cell_2411	(5) Smooth muscle cells/ fibroblast-like
cell_2412	(2) Fribroblast-like (AV mesenchyme related)
cell_2413	(5) Smooth muscle cells/ fibroblast-like
cell_2415	(5) Smooth muscle cells/ fibroblast-like
cell_2417	(8) Fibroblast-like (outflow tract & valve related)
cell_2419	(9) Epicardial cells
cell_2420	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2421	(5) Smooth muscle cells/ fibroblast-like
cell_2422	(0) Capillary endothelium
cell_2423	(3) Subepicardial cells
cell_2424	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2426	(2) Fribroblast-like (AV mesenchyme related)
cell_2427	(2) Fribroblast-like (AV mesenchyme related)
cell_2429	(2) Fribroblast-like (AV mesenchyme related)
cell_2430	(2) Fribroblast-like (AV mesenchyme related)
cell_2431	(5) Smooth muscle cells/ fibroblast-like
cell_2433	(5) Smooth muscle cells/ fibroblast-like
cell_2434	(3) Subepicardial cells
cell_2435	(3) Subepicardial cells
cell_2436	(5) Smooth muscle cells/ fibroblast-like
cell_2440	(5) Smooth muscle cells/ fibroblast-like
cell_2441	(5) Smooth muscle cells/ fibroblast-like
cell_2442	(5) Smooth muscle cells/ fibroblast-like
cell_2446	(8) Fibroblast-like (outflow tract & valve related)
cell_2447	(5) Smooth muscle cells/ fibroblast-like
cell_2449	(2) Fribroblast-like (AV mesenchyme related)
cell_2450	(5) Smooth muscle cells/ fibroblast-like
cell_2451	(2) Fribroblast-like (AV mesenchyme related)
cell_2452	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2454	(14) Cells related to cardiac neural crest
cell_2456	(14) Cells related to cardiac neural crest
cell_2457	(10) Endothelium/ pericytes/ adventia
cell_2458	(5) Smooth muscle cells/ fibroblast-like
cell_2459	(2) Fribroblast-like (AV mesenchyme related)
cell_2464	(14) Cells related to cardiac neural crest
cell_2468	(5) Smooth muscle cells/ fibroblast-like
cell_2469	(14) Cells related to cardiac neural crest
cell_2470	(14) Cells related to cardiac neural crest
cell_2471	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2472	(14) Cells related to cardiac neural crest
cell_2474	(14) Cells related to cardiac neural crest
cell_2475	(8) Fibroblast-like (outflow tract & valve related)
cell_2476	(14) Cells related to cardiac neural crest
cell_2478	(2) Fribroblast-like (AV mesenchyme related)
cell_2479	(2) Fribroblast-like (AV mesenchyme related)
cell_2480	(3) Subepicardial cells
cell_2481	(14) Cells related to cardiac neural crest
cell_2485	(5) Smooth muscle cells/ fibroblast-like
cell_2486	(9) Epicardial cells
cell_2489	(10) Endothelium/ pericytes/ adventia
cell_2492	(2) Fribroblast-like (AV mesenchyme related)
cell_2493	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2494	(2) Fribroblast-like (AV mesenchyme related)
cell_2498	(8) Fibroblast-like (outflow tract & valve related)
cell_2499	(14) Cells related to cardiac neural crest
cell_2500	(2) Fribroblast-like (AV mesenchyme related)
cell_2505	(5) Smooth muscle cells/ fibroblast-like
cell_2507	(14) Cells related to cardiac neural crest
cell_2509	(5) Smooth muscle cells/ fibroblast-like
cell_2510	(2) Fribroblast-like (AV mesenchyme related)
cell_2513	(5) Smooth muscle cells/ fibroblast-like
cell_2514	(2) Fribroblast-like (AV mesenchyme related)
cell_2516	(8) Fibroblast-like (outflow tract & valve related)
cell_2517	(14) Cells related to cardiac neural crest
cell_2518	(14) Cells related to cardiac neural crest
cell_2520	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2521	(5) Smooth muscle cells/ fibroblast-like
cell_2523	(5) Smooth muscle cells/ fibroblast-like
cell_2525	(14) Cells related to cardiac neural crest
cell_2526	(14) Cells related to cardiac neural crest
cell_2528	(10) Endothelium/ pericytes/ adventia
cell_2529	(14) Cells related to cardiac neural crest
cell_2531	(0) Capillary endothelium
cell_2532	(14) Cells related to cardiac neural crest
cell_2533	(9) Epicardial cells
cell_2536	(14) Cells related to cardiac neural crest
cell_2539	(2) Fribroblast-like (AV mesenchyme related)
cell_2540	(14) Cells related to cardiac neural crest
cell_2543	(14) Cells related to cardiac neural crest
cell_2544	(5) Smooth muscle cells/ fibroblast-like
cell_2545	(14) Cells related to cardiac neural crest
cell_2546	(5) Smooth muscle cells/ fibroblast-like
cell_2547	(8) Fibroblast-like (outflow tract & valve related)
cell_2548	(14) Cells related to cardiac neural crest
cell_2549	(5) Smooth muscle cells/ fibroblast-like
cell_2550	(14) Cells related to cardiac neural crest
cell_2551	(5) Smooth muscle cells/ fibroblast-like
cell_2552	(14) Cells related to cardiac neural crest
cell_2553	(14) Cells related to cardiac neural crest
cell_2554	(14) Cells related to cardiac neural crest
cell_2555	(14) Cells related to cardiac neural crest
cell_2556	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2557	(14) Cells related to cardiac neural crest
cell_2558	(8) Fibroblast-like (outflow tract & valve related)
cell_2559	(14) Cells related to cardiac neural crest
cell_2560	(14) Cells related to cardiac neural crest
cell_2561	(10) Endothelium/ pericytes/ adventia
cell_2562	(5) Smooth muscle cells/ fibroblast-like
cell_2563	(14) Cells related to cardiac neural crest
cell_2564	(2) Fribroblast-like (AV mesenchyme related)
cell_2566	(10) Endothelium/ pericytes/ adventia
cell_2567	(5) Smooth muscle cells/ fibroblast-like
cell_2569	(14) Cells related to cardiac neural crest
cell_2570	(14) Cells related to cardiac neural crest
cell_2571	(2) Fribroblast-like (AV mesenchyme related)
cell_2572	(5) Smooth muscle cells/ fibroblast-like
cell_2573	(14) Cells related to cardiac neural crest
cell_2574	(3) Subepicardial cells
cell_2575	(5) Smooth muscle cells/ fibroblast-like
cell_2576	(5) Smooth muscle cells/ fibroblast-like
cell_2577	(5) Smooth muscle cells/ fibroblast-like
cell_2578	(10) Endothelium/ pericytes/ adventia
cell_2579	(2) Fribroblast-like (AV mesenchyme related)
cell_2580	(5) Smooth muscle cells/ fibroblast-like
cell_2581	(14) Cells related to cardiac neural crest
cell_2582	(10) Endothelium/ pericytes/ adventia
cell_2583	(10) Endothelium/ pericytes/ adventia
cell_2585	(8) Fibroblast-like (outflow tract & valve related)
cell_2588	(14) Cells related to cardiac neural crest
cell_2589	(8) Fibroblast-like (outflow tract & valve related)
cell_2590	(14) Cells related to cardiac neural crest
cell_2591	(9) Epicardial cells
cell_2592	(5) Smooth muscle cells/ fibroblast-like
cell_2594	(2) Fribroblast-like (AV mesenchyme related)
cell_2595	(9) Epicardial cells
cell_2596	(2) Fribroblast-like (AV mesenchyme related)
cell_2597	(9) Epicardial cells
cell_2598	(3) Subepicardial cells
cell_2600	(5) Smooth muscle cells/ fibroblast-like
cell_2601	(8) Fibroblast-like (outflow tract & valve related)
cell_2602	(2) Fribroblast-like (AV mesenchyme related)
cell_2604	(9) Epicardial cells
cell_2605	(5) Smooth muscle cells/ fibroblast-like
cell_2606	(9) Epicardial cells
cell_2607	(9) Epicardial cells
cell_2608	(10) Endothelium/ pericytes/ adventia
cell_2609	(9) Epicardial cells
cell_2610	(2) Fribroblast-like (AV mesenchyme related)
cell_2611	(9) Epicardial cells
cell_2612	(8) Fibroblast-like (outflow tract & valve related)
cell_2613	(2) Fribroblast-like (AV mesenchyme related)
cell_2615	(9) Epicardial cells
cell_2616	(9) Epicardial cells
cell_2617	(9) Epicardial cells
cell_2619	(9) Epicardial cells
cell_2621	(9) Epicardial cells
cell_2622	(9) Epicardial cells
cell_2623	(9) Epicardial cells
cell_2624	(9) Epicardial cells
cell_2625	(9) Epicardial cells
cell_2626	(9) Epicardial cells
cell_2627	(5) Smooth muscle cells/ fibroblast-like
cell_2628	(9) Epicardial cells
cell_2629	(9) Epicardial cells
cell_2630	(5) Smooth muscle cells/ fibroblast-like
cell_2631	(9) Epicardial cells
cell_2632	(2) Fribroblast-like (AV mesenchyme related)
cell_2633	(9) Epicardial cells
cell_2634	(5) Smooth muscle cells/ fibroblast-like
cell_2635	(9) Epicardial cells
cell_2636	(9) Epicardial cells
cell_2637	(5) Smooth muscle cells/ fibroblast-like
cell_2638	(8) Fibroblast-like (outflow tract & valve related)
cell_2639	(9) Epicardial cells
cell_2642	(9) Epicardial cells
cell_2644	(9) Epicardial cells
cell_2645	(10) Endothelium/ pericytes/ adventia
cell_2646	(5) Smooth muscle cells/ fibroblast-like
cell_2647	(5) Smooth muscle cells/ fibroblast-like
cell_2648	(5) Smooth muscle cells/ fibroblast-like
cell_2649	(5) Smooth muscle cells/ fibroblast-like
cell_2650	(5) Smooth muscle cells/ fibroblast-like
cell_2651	(5) Smooth muscle cells/ fibroblast-like
cell_2652	(5) Smooth muscle cells/ fibroblast-like
cell_2653	(5) Smooth muscle cells/ fibroblast-like
cell_2654	(5) Smooth muscle cells/ fibroblast-like
cell_2655	(5) Smooth muscle cells/ fibroblast-like
cell_2656	(5) Smooth muscle cells/ fibroblast-like
cell_2657	(5) Smooth muscle cells/ fibroblast-like
cell_2658	(4) Fribroblast-like (coronary & mediastinal vasculature related)
cell_2659	(5) Smooth muscle cells/ fibroblast-like
cell_2660	(5) Smooth muscle cells/ fibroblast-like
cell_2661	(0) Capillary endothelium
cell_2663	(5) Smooth muscle cells/ fibroblast-like
cell_2664	(5) Smooth muscle cells/ fibroblast-like
cell_2665	(5) Smooth muscle cells/ fibroblast-like
cell_2666	(5) Smooth muscle cells/ fibroblast-like
cell_2667	(5) Smooth muscle cells/ fibroblast-like
cell_2668	(5) Smooth muscle cells/ fibroblast-like
cell_2669	(5) Smooth muscle cells/ fibroblast-like
cell_2670	(5) Smooth muscle cells/ fibroblast-like
cell_2671	(5) Smooth muscle cells/ fibroblast-like
cell_2672	(5) Smooth muscle cells/ fibroblast-like
cell_2673	(5) Smooth muscle cells/ fibroblast-like
cell_2675	(5) Smooth muscle cells/ fibroblast-like
cell_2676	(5) Smooth muscle cells/ fibroblast-like
cell_2677	(0) Capillary endothelium
cell_2678	(5) Smooth muscle cells/ fibroblast-like
cell_2679	(5) Smooth muscle cells/ fibroblast-like
cell_2681	(8) Fibroblast-like (outflow tract & valve related)
cell_2682	(5) Smooth muscle cells/ fibroblast-like
cell_2683	(5) Smooth muscle cells/ fibroblast-like
cell_2684	(5) Smooth muscle cells/ fibroblast-like
cell_2685	(5) Smooth muscle cells/ fibroblast-like
cell_2686	(5) Smooth muscle cells/ fibroblast-like
cell_2687	(5) Smooth muscle cells/ fibroblast-like
cell_2688	(5) Smooth muscle cells/ fibroblast-like
cell_2689	(5) Smooth muscle cells/ fibroblast-like
cell_2690	(5) Smooth muscle cells/ fibroblast-like
cell_2691	(5) Smooth muscle cells/ fibroblast-like
cell_2692	(5) Smooth muscle cells/ fibroblast-like
cell_2693	(5) Smooth muscle cells/ fibroblast-like
cell_2695	(5) Smooth muscle cells/ fibroblast-like
cell_2696	(5) Smooth muscle cells/ fibroblast-like
cell_2698	(5) Smooth muscle cells/ fibroblast-like
cell_2699	(5) Smooth muscle cells/ fibroblast-like
cell_2700	(5) Smooth muscle cells/ fibroblast-like
cell_2702	(5) Smooth muscle cells/ fibroblast-like
cell_2704	(5) Smooth muscle cells/ fibroblast-like
cell_2705	(5) Smooth muscle cells/ fibroblast-like
cell_2706	(5) Smooth muscle cells/ fibroblast-like
cell_2707	(5) Smooth muscle cells/ fibroblast-like
cell_2708	(5) Smooth muscle cells/ fibroblast-like
cell_2709	(5) Smooth muscle cells/ fibroblast-like
cell_2710	(5) Smooth muscle cells/ fibroblast-like
cell_2711	(5) Smooth muscle cells/ fibroblast-like
cell_2712	(5) Smooth muscle cells/ fibroblast-like
cell_2713	(5) Smooth muscle cells/ fibroblast-like
cell_2714	(5) Smooth muscle cells/ fibroblast-like
cell_2715	(5) Smooth muscle cells/ fibroblast-like
cell_2716	(5) Smooth muscle cells/ fibroblast-like
cell_2717	(5) Smooth muscle cells/ fibroblast-like
cell_2718	(5) Smooth muscle cells/ fibroblast-like
cell_2719	(5) Smooth muscle cells/ fibroblast-like
cell_2720	(5) Smooth muscle cells/ fibroblast-like
cell_2721	(5) Smooth muscle cells/ fibroblast-like
cell_2722	(5) Smooth muscle cells/ fibroblast-like
cell_2723	(5) Smooth muscle cells/ fibroblast-like
cell_2724	(5) Smooth muscle cells/ fibroblast-like
cell_2725	(5) Smooth muscle cells/ fibroblast-like
cell_2727	(5) Smooth muscle cells/ fibroblast-like
cell_2728	(5) Smooth muscle cells/ fibroblast-like
cell_2729	(5) Smooth muscle cells/ fibroblast-like
cell_2730	(5) Smooth muscle cells/ fibroblast-like
cell_2731	(5) Smooth muscle cells/ fibroblast-like
cell_2732	(5) Smooth muscle cells/ fibroblast-like
cell_2733	(5) Smooth muscle cells/ fibroblast-like
cell_2734	(5) Smooth muscle cells/ fibroblast-like
cell_2735	(5) Smooth muscle cells/ fibroblast-like
cell_2736	(5) Smooth muscle cells/ fibroblast-like
cell_2737	(5) Smooth muscle cells/ fibroblast-like
cell_2738	(5) Smooth muscle cells/ fibroblast-like
cell_2739	(5) Smooth muscle cells/ fibroblast-like
cell_2740	(5) Smooth muscle cells/ fibroblast-like
cell_2741	(5) Smooth muscle cells/ fibroblast-like
cell_2742	(5) Smooth muscle cells/ fibroblast-like
cell_2743	(5) Smooth muscle cells/ fibroblast-like
cell_2744	(5) Smooth muscle cells/ fibroblast-like
cell_2745	(5) Smooth muscle cells/ fibroblast-like
cell_2746	(5) Smooth muscle cells/ fibroblast-like
cell_2747	(5) Smooth muscle cells/ fibroblast-like
cell_2749	(2) Fribroblast-like (AV mesenchyme related)
cell_2750	(5) Smooth muscle cells/ fibroblast-like
cell_2751	(2) Fribroblast-like (AV mesenchyme related)
cell_2752	(5) Smooth muscle cells/ fibroblast-like
cell_2753	(5) Smooth muscle cells/ fibroblast-like
cell_2754	(5) Smooth muscle cells/ fibroblast-like
cell_2755	(5) Smooth muscle cells/ fibroblast-like
cell_2756	(5) Smooth muscle cells/ fibroblast-like
cell_2757	(5) Smooth muscle cells/ fibroblast-like
cell_2758	(5) Smooth muscle cells/ fibroblast-like
cell_2760	(14) Cells related to cardiac neural crest
cell_2761	(5) Smooth muscle cells/ fibroblast-like
cell_2765	(5) Smooth muscle cells/ fibroblast-like
cell_2766	(5) Smooth muscle cells/ fibroblast-like
cell_2767	(5) Smooth muscle cells/ fibroblast-like
cell_2768	(5) Smooth muscle cells/ fibroblast-like
cell_2769	(5) Smooth muscle cells/ fibroblast-like
cell_2770	(5) Smooth muscle cells/ fibroblast-like
cell_2771	(5) Smooth muscle cells/ fibroblast-like
cell_2772	(5) Smooth muscle cells/ fibroblast-like
